sample_id,image_path,image_filename,image_type_raw,image_type,nregistro,nombre,nombre_normalizado,principio_activo_texto,principio_activo_normalizado,num_principios_activos,codigo_atc_original,nombre_atc_original,nivel_atc_original,atc1_codigo,atc2_codigo,atc3_codigo,atc3_nombre,atc4_codigo,atc4_nombre,atc5_codigo,atc5_nombre,macroclase_15_codigo,macroclase_15_nombre,dosis,forma_farmaceutica,forma_farmaceutica_simplificada,via_administracion,labtitular,labcomercializador,cpresc,receta,generico,comerc,clase,split
67141_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_sandoz_25_mg_comprimidos_dispersables_masticable__67141__materialas__04900.jpg,lamotrigina_sandoz_25_mg_comprimidos_dispersables_masticable__67141__materialas__04900.jpg,materialas,caja,67141,LAMOTRIGINA SANDOZ 25 mg COMPRIMIDOS DISPERSABLES/MASTICABLES EFG,lamotrigina sandoz 25 mg comprimidos dispersables masticables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,25 mg,COMPRIMIDO MASTICABLE Y DISPERSABLE,COMPRIMIDO MASTICABLE,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
67141_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_sandoz_25_mg_comprimidos_dispersables_masticable__67141__formafarmac__04901.jpg,lamotrigina_sandoz_25_mg_comprimidos_dispersables_masticable__67141__formafarmac__04901.jpg,formafarmac,pastilla,67141,LAMOTRIGINA SANDOZ 25 mg COMPRIMIDOS DISPERSABLES/MASTICABLES EFG,lamotrigina sandoz 25 mg comprimidos dispersables masticables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,25 mg,COMPRIMIDO MASTICABLE Y DISPERSABLE,COMPRIMIDO MASTICABLE,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
67150_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_sandoz_50_mg_comprimidos_dispersables_masticable__67150__materialas__04902.jpg,lamotrigina_sandoz_50_mg_comprimidos_dispersables_masticable__67150__materialas__04902.jpg,materialas,caja,67150,LAMOTRIGINA SANDOZ 50 mg COMPRIMIDOS DISPERSABLES/MASTICABLES EFG,lamotrigina sandoz 50 mg comprimidos dispersables masticables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,50 mg lamotrigina,COMPRIMIDO MASTICABLE Y DISPERSABLE,COMPRIMIDO MASTICABLE,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,test
67150_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_sandoz_50_mg_comprimidos_dispersables_masticable__67150__formafarmac__04903.jpg,lamotrigina_sandoz_50_mg_comprimidos_dispersables_masticable__67150__formafarmac__04903.jpg,formafarmac,pastilla,67150,LAMOTRIGINA SANDOZ 50 mg COMPRIMIDOS DISPERSABLES/MASTICABLES EFG,lamotrigina sandoz 50 mg comprimidos dispersables masticables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,50 mg lamotrigina,COMPRIMIDO MASTICABLE Y DISPERSABLE,COMPRIMIDO MASTICABLE,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,test
66696_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_100_mg_comprimidos_dispersables_efg__66696__materialas__04904.jpg,lamotrigina_stada_100_mg_comprimidos_dispersables_efg__66696__materialas__04904.jpg,materialas,caja,66696,LAMOTRIGINA STADA 100 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 100 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,100 mg lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66696_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_100_mg_comprimidos_dispersables_efg__66696__formafarmac__04905.jpg,lamotrigina_stada_100_mg_comprimidos_dispersables_efg__66696__formafarmac__04905.jpg,formafarmac,pastilla,66696,LAMOTRIGINA STADA 100 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 100 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,100 mg lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66698_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_200_mg_comprimidos_dispersables_efg__66698__materialas__04906.jpg,lamotrigina_stada_200_mg_comprimidos_dispersables_efg__66698__materialas__04906.jpg,materialas,caja,66698,LAMOTRIGINA STADA 200 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 200 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,200 mg lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66698_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_200_mg_comprimidos_dispersables_efg__66698__formafarmac__04907.jpg,lamotrigina_stada_200_mg_comprimidos_dispersables_efg__66698__formafarmac__04907.jpg,formafarmac,pastilla,66698,LAMOTRIGINA STADA 200 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 200 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,200 mg lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66697_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_25_mg_comprimidos_dispersables_efg__66697__materialas__04908.jpg,lamotrigina_stada_25_mg_comprimidos_dispersables_efg__66697__materialas__04908.jpg,materialas,caja,66697,LAMOTRIGINA STADA 25 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 25 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,25 mg lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66697_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_25_mg_comprimidos_dispersables_efg__66697__formafarmac__04909.jpg,lamotrigina_stada_25_mg_comprimidos_dispersables_efg__66697__formafarmac__04909.jpg,formafarmac,pastilla,66697,LAMOTRIGINA STADA 25 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 25 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,25 mg lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66695_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_50_mg_comprimidos_dispersables_efg__66695__materialas__04910.jpg,lamotrigina_stada_50_mg_comprimidos_dispersables_efg__66695__materialas__04910.jpg,materialas,caja,66695,LAMOTRIGINA STADA 50 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 50 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,50 lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66695_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lamotrigina_stada_50_mg_comprimidos_dispersables_efg__66695__formafarmac__04911.jpg,lamotrigina_stada_50_mg_comprimidos_dispersables_efg__66695__formafarmac__04911.jpg,formafarmac,pastilla,66695,LAMOTRIGINA STADA 50 mg COMPRIMIDOS DISPERSABLES EFG,lamotrigina stada 50 mg comprimidos dispersables efg,LAMOTRIGINA,lamotrigina,1,N03AX09,Lamotrigina,5,N,N03,N03A,ANTIEPILEPTICOS,N03AX,Otros antiepilepticos,N03AX09,Lamotrigina,neurologia_psiquiatria,Neurología y psiquiatría,50 lamotrigina,COMPRIMIDO DISPERSABLE,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,True,True,True,Neurología y psiquiatría,train
66146_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfa_15_mg_capsulas_gastrorresistentes_efg__66146__materialas__04912.jpg,lansoprazol_cinfa_15_mg_capsulas_gastrorresistentes_efg__66146__materialas__04912.jpg,materialas,caja,66146,LANSOPRAZOL CINFA 15 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfa 15 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,15 mg lansoprazol,CÁPSULA DURA,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66146_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfa_15_mg_capsulas_gastrorresistentes_efg__66146__formafarmac__04913.jpg,lansoprazol_cinfa_15_mg_capsulas_gastrorresistentes_efg__66146__formafarmac__04913.jpg,formafarmac,pastilla,66146,LANSOPRAZOL CINFA 15 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfa 15 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,15 mg lansoprazol,CÁPSULA DURA,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66145_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfa_30_mg_capsulas_gastrorresistentes_efg__66145__materialas__04914.jpg,lansoprazol_cinfa_30_mg_capsulas_gastrorresistentes_efg__66145__materialas__04914.jpg,materialas,caja,66145,LANSOPRAZOL CINFA 30 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfa 30 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg lansoprazol,CÁPSULA DURA,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66145_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfa_30_mg_capsulas_gastrorresistentes_efg__66145__formafarmac__04915.jpg,lansoprazol_cinfa_30_mg_capsulas_gastrorresistentes_efg__66145__formafarmac__04915.jpg,formafarmac,pastilla,66145,LANSOPRAZOL CINFA 30 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfa 30 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg lansoprazol,CÁPSULA DURA,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66349_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfamed_15_mg_capsulas_gastrorresistentes_efg__66349__materialas__04916.jpg,lansoprazol_cinfamed_15_mg_capsulas_gastrorresistentes_efg__66349__materialas__04916.jpg,materialas,caja,66349,LANSOPRAZOL CINFAMED 15 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfamed 15 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,15 MG,CÁPSULA DURA GASTRORRESISTENTE,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66349_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfamed_15_mg_capsulas_gastrorresistentes_efg__66349__formafarmac__04917.jpg,lansoprazol_cinfamed_15_mg_capsulas_gastrorresistentes_efg__66349__formafarmac__04917.jpg,formafarmac,pastilla,66349,LANSOPRAZOL CINFAMED 15 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfamed 15 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,15 MG,CÁPSULA DURA GASTRORRESISTENTE,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66350_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfamed_30_mg_capsulas_gastrorresistentes_efg__66350__materialas__04918.jpg,lansoprazol_cinfamed_30_mg_capsulas_gastrorresistentes_efg__66350__materialas__04918.jpg,materialas,caja,66350,LANSOPRAZOL CINFAMED 30 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfamed 30 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg lansoprazol,CÁPSULA DURA GASTRORRESISTENTE,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
66350_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_cinfamed_30_mg_capsulas_gastrorresistentes_efg__66350__formafarmac__04919.jpg,lansoprazol_cinfamed_30_mg_capsulas_gastrorresistentes_efg__66350__formafarmac__04919.jpg,formafarmac,pastilla,66350,LANSOPRAZOL CINFAMED 30 mg CAPSULAS GASTRORRESISTENTES EFG,lansoprazol cinfamed 30 mg capsulas gastrorresistentes efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg lansoprazol,CÁPSULA DURA GASTRORRESISTENTE,CAPSULA,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
83305_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_flas_stada_15mg_comprimidos_bucodispersables_efg__83305__materialas__04920.jpg,lansoprazol_flas_stada_15mg_comprimidos_bucodispersables_efg__83305__materialas__04920.jpg,materialas,caja,83305,LANSOPRAZOL FLAS STADA 15MG COMPRIMIDOS BUCODISPERSABLES EFG,lansoprazol flas stada 15mg comprimidos bucodispersables efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,15 mg,COMPRIMIDO BUCODISPERSABLE,COMPRIMIDO BUCODISPERSABLE/LIOTAB,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,test
83305_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_flas_stada_15mg_comprimidos_bucodispersables_efg__83305__formafarmac__04921.jpg,lansoprazol_flas_stada_15mg_comprimidos_bucodispersables_efg__83305__formafarmac__04921.jpg,formafarmac,pastilla,83305,LANSOPRAZOL FLAS STADA 15MG COMPRIMIDOS BUCODISPERSABLES EFG,lansoprazol flas stada 15mg comprimidos bucodispersables efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,15 mg,COMPRIMIDO BUCODISPERSABLE,COMPRIMIDO BUCODISPERSABLE/LIOTAB,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,test
81311_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_flas_stada_30mg_comprimidos_bucodispersables_efg__81311__materialas__04922.jpg,lansoprazol_flas_stada_30mg_comprimidos_bucodispersables_efg__81311__materialas__04922.jpg,materialas,caja,81311,LANSOPRAZOL FLAS STADA 30MG COMPRIMIDOS BUCODISPERSABLES EFG,lansoprazol flas stada 30mg comprimidos bucodispersables efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg,COMPRIMIDO BUCODISPERSABLE,COMPRIMIDO BUCODISPERSABLE/LIOTAB,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,val
81311_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_flas_stada_30mg_comprimidos_bucodispersables_efg__81311__formafarmac__04923.jpg,lansoprazol_flas_stada_30mg_comprimidos_bucodispersables_efg__81311__formafarmac__04923.jpg,formafarmac,pastilla,81311,LANSOPRAZOL FLAS STADA 30MG COMPRIMIDOS BUCODISPERSABLES EFG,lansoprazol flas stada 30mg comprimidos bucodispersables efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg,COMPRIMIDO BUCODISPERSABLE,COMPRIMIDO BUCODISPERSABLE/LIOTAB,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,val
76843_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_flas_viatris_30_mg_comprimidos_bucodispersables__76843__materialas__04924.jpg,lansoprazol_flas_viatris_30_mg_comprimidos_bucodispersables__76843__materialas__04924.jpg,materialas,caja,76843,LANSOPRAZOL FLAS VIATRIS 30 MG COMPRIMIDOS BUCODISPERSABLES EFG,lansoprazol flas viatris 30 mg comprimidos bucodispersables efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg,COMPRIMIDO BUCODISPERSABLE,COMPRIMIDO BUCODISPERSABLE/LIOTAB,VÍA ORAL,Viatris Limited,Viatris Pharmaceuticals S.L.U.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
76843_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/lansoprazol_flas_viatris_30_mg_comprimidos_bucodispersables__76843__formafarmac__04925.jpg,lansoprazol_flas_viatris_30_mg_comprimidos_bucodispersables__76843__formafarmac__04925.jpg,formafarmac,pastilla,76843,LANSOPRAZOL FLAS VIATRIS 30 MG COMPRIMIDOS BUCODISPERSABLES EFG,lansoprazol flas viatris 30 mg comprimidos bucodispersables efg,LANSOPRAZOL,lansoprazol,1,A02BC03,Lansoprazol,5,A,A02,A02B,AGENTES CONTRA LA ULCERA PEPTICA Y EL REFLUJO GASTROESOFAGICO (RGE/GORD),A02BC,Inhibidores de la bomba de protones,A02BC03,Lansoprazol,digestivo,Digestivo,30 mg,COMPRIMIDO BUCODISPERSABLE,COMPRIMIDO BUCODISPERSABLE/LIOTAB,VÍA ORAL,Viatris Limited,Viatris Pharmaceuticals S.L.U.,Medicamento Sujeto A Prescripción Médica,True,True,True,otros,train
